Record_ID,Process_ID,Process_Name,Machine_ID,Cycle_Time_min,Setup_Time_min,Waiting_Time_min,Defect_Rate,Inventory_Level,Machine_Utilization,Production_Output_units_hr,Lead_Time_min,Efficiency_Score,Is_Bottleneck,Shift,Day_Of_Week,Process_Enc,Machine_Enc,Shift_Enc,Util_x_CycleTime,Wait_to_Cycle_Ratio,Total_Process_Time,Defect_x_Output,High_Inventory,Log_Lead_Time,Log_Waiting
1533,P10,Dispatch,M06,5.43,0.5,7.95,0.1253,10,0.8953,8.78,14.96,79.46,1,Morning,2,2,5,1,4.861479,1.4640857014996291,13.879999999999999,1.100134,0,2.7700855920216627,2.191653532286764
1534,P06,Assembly,M09,33.86,6.34,49.07,0.1994,43,0.5639,1.74,88.1,98.4,1,Afternoon,1,0,8,0,19.093653999999997,1.44920217093852,89.27000000000001,0.346956,1,4.489759334476764,3.9134220263418533
1535,P05,Surface Treatment,M02,18.1,1.98,11.52,0.1011,24,0.2152,1.27,31.11,38.3,1,Morning,4,8,1,1,3.8951200000000004,0.6364637367603664,31.6,0.12839699999999998,0,3.4691675081014224,2.5273273656719524
1536,P03,Forming,M09,13.6,4.15,0.25,0.1006,0,0.5961,2.56,17.17,58.08,1,Afternoon,4,3,8,0,8.106959999999999,0.018382339424750423,18.0,0.257536,0,2.89977188240808,0.22314355131420976
1537,P08,Packaging,M04,9.01,3.98,8.14,0.0529,11,0.7238,4.16,22.07,62.42,0,Morning,3,4,3,1,6.521438,0.9034396188239526,21.130000000000003,0.220064,0,3.138533072185662,2.2126603854660587
1538,P09,Storage,M09,2.69,2.54,23.97,0.0707,12,0.5672,12.63,29.71,56.61,1,Night,4,7,8,2,1.525768,8.910747543689428,29.2,0.8929410000000001,0,3.424588334452731,3.217675104291682
1539,P07,Quality Inspection,M05,9.61,3.45,19.12,0.1098,12,0.7397,4.12,33.25,65.94,1,Afternoon,1,5,4,0,7.108517,1.9895921024015586,32.18,0.452376,0,3.5336865647082343,3.0017143452315387
1540,P09,Storage,M04,3.23,1.8,7.01,0.1464,4,0.601,9.97,11.6,53.65,1,Night,5,7,3,2,1.94123,2.1702719186627903,12.04,1.459608,0,2.533696813957432,2.080690761080268
1541,P06,Assembly,M03,18.1,9.84,27.68,0.1356,23,0.713,2.43,55.99,73.26,1,Morning,5,0,2,1,12.9053,1.5292809230492137,55.620000000000005,0.329508,0,4.0428758138469085,3.3562000157314196
1542,P05,Surface Treatment,M01,10.34,2.63,2.76,0.1177,48,0.585,2.84,15.36,49.02,1,Night,4,8,0,2,6.0489,0.2669243066496067,15.729999999999999,0.33426799999999995,1,2.794839331174601,1.324418957401803
1543,P07,Quality Inspection,M10,10.83,2.05,3.59,0.1512,123,0.7926,3.65,16.24,65.9,1,Afternoon,4,5,9,0,8.583858,0.33148630518346706,16.47,0.55188,1,2.847232265235547,1.5238800240724537
1544,P06,Assembly,M09,24.75,1.48,2.2,0.1126,40,0.4967,0.64,27.9,26.32,1,Afternoon,5,0,8,0,12.293325,0.08888885297420082,28.43,0.072064,1,3.3638415951183864,1.1631508098056809
1545,P07,Quality Inspection,M08,12.47,5.91,25.48,0.0913,53,0.584,2.51,43.06,52.08,1,Morning,4,5,7,1,7.28248,2.0433022908562224,43.86,0.229163,1,3.785552341374197,3.2763897310688073
1546,P06,Assembly,M07,26.0,3.98,42.38,0.1151,36,0.6905,1.42,72.25,61.58,1,Night,2,0,6,2,17.953,1.6299993730771642,72.36,0.16344199999999998,0,4.293878247897177,3.7699985053987284
1547,P05,Surface Treatment,M08,20.86,10.82,1.04,0.082,35,0.7977,2.09,33.82,72.49,0,Afternoon,3,8,7,0,16.640022,0.049856160184007584,32.72,0.17138,0,3.550191934340043,0.712949807856125
1548,P06,Assembly,M09,22.35,12.08,4.86,0.1187,41,0.6529,1.46,39.04,54.34,1,Afternoon,1,0,8,0,14.592315000000001,0.217449567136659,39.29,0.17330199999999998,1,3.68987895444702,1.7681496035889213
1549,P05,Surface Treatment,M02,13.56,0.65,5.7,0.0482,38,0.6017,1.99,19.83,45.0,0,Morning,1,8,1,1,8.159052,0.42035367230555143,19.91,0.095918,0,3.0363942552728806,1.9021075263969205
1550,P05,Surface Treatment,M05,14.82,14.99,4.02,0.0709,24,0.7334,1.76,34.37,43.5,0,Morning,3,8,4,1,10.868988000000002,0.271254877695764,33.83,0.124784,0,3.5658640032173894,1.6134299337036377
1551,P04,Welding,M02,25.97,5.78,2.88,0.1984,56,0.5487,0.83,33.47,36.06,1,Afternoon,1,9,1,0,14.249738999999998,0.1108971463622848,34.63,0.16467199999999999,1,3.540089380528774,1.355835153635182
1552,P05,Surface Treatment,M01,21.08,1.61,4.62,0.1467,39,0.5192,1.44,27.44,50.72,1,Night,5,8,0,2,10.944735999999999,0.21916498142078683,27.31,0.211248,1,3.34779660493504,1.7263316639055997
1553,P10,Dispatch,M08,4.66,8.77,7.09,0.1408,12,0.5086,5.77,21.38,44.84,1,Morning,5,2,7,1,2.3700760000000005,1.521455962540853,20.52,0.812416,0,3.108167702883779,2.0906287310704004
1554,P06,Assembly,M03,21.86,1.87,28.18,0.1951,42,0.5175,0.48,51.54,17.59,1,Afternoon,5,0,2,0,11.312549999999998,1.2891119445965487,51.91,0.093648,1,3.961574784257394,3.3734835430946397
1555,P07,Quality Inspection,M04,9.92,6.87,18.15,0.1664,129,0.6799,2.78,36.02,45.99,1,Morning,5,5,3,1,6.7446079999999995,1.8296352523838182,34.94,0.46259199999999995,1,3.6114583071453517,2.952302715626655
1556,P03,Forming,M05,22.09,3.3,18.07,0.0642,13,0.8659,1.8,45.72,66.31,1,Night,5,3,4,2,19.127731,0.818016832043082,43.46,0.11556,0,3.8441723385199715,2.9481164196123277
1557,P04,Welding,M08,22.17,0.5,39.39,0.1617,10,0.6526,1.48,62.87,54.57,1,Night,1,9,7,2,14.468142,1.7767245030561556,62.06,0.239316,0,4.1568497675734974,3.6985822295753215
1558,P07,Quality Inspection,M05,8.87,8.87,38.51,0.1335,42,0.8019,5.16,55.42,76.28,1,Afternoon,2,5,4,0,7.1128529999999985,4.3415960072198345,56.25,0.68886,1,4.0328237055738505,3.6765538044232993
1559,P05,Surface Treatment,M10,21.07,15.89,0.28,0.071,12,0.7238,2.18,35.93,76.53,0,Morning,4,8,9,1,15.250466,0.013289030237764482,37.24,0.15478,0,3.6090242288644716,0.2468600779315258
1560,P02,Cutting,M08,13.26,4.13,3.1,0.0522,19,0.6609,2.57,18.95,56.83,0,Morning,3,1,7,1,8.763534,0.23378564571218274,20.490000000000002,0.134154,0,2.9932291433358724,1.410986973710262
1561,P01,Raw Material Intake,M05,6.3,5.2,8.38,0.2007,48,0.6981,5.36,19.57,56.36,1,Night,4,6,4,2,4.39803,1.330156618799018,19.880000000000003,1.075752,1,3.0238337036648657,2.238579763018133
1562,P07,Quality Inspection,M03,8.9,2.6,16.86,0.1943,67,0.912,4.87,29.06,72.21,1,Morning,1,5,2,1,8.116800000000001,1.8943798939551753,28.36,0.946241,1,3.4031953843248286,2.882563575448353
1563,P10,Dispatch,M08,5.4,0.68,3.41,0.0844,15,0.5503,5.79,9.58,52.07,0,Night,3,2,7,2,2.97162,0.6314803120734962,9.49,0.488676,0,2.3589654264301534,1.4838746894587547
1564,P03,Forming,M06,14.42,0.52,5.66,0.2308,11,0.4452,1.08,19.61,25.98,1,Morning,3,3,5,1,6.419784,0.3925101300207143,20.6,0.249264,0,3.0257763949023677,1.8961194845522977
1565,P10,Dispatch,M07,3.99,3.52,1.37,0.0627,78,0.749,10.6,8.49,70.5,0,Morning,1,2,6,1,2.98851,0.3433575354447733,8.879999999999999,0.66462,1,2.2502386126218363,0.8628899551470398
1566,P05,Surface Treatment,M05,13.54,0.84,7.4,0.0875,15,0.5724,2.35,21.53,53.06,0,Night,5,8,4,2,7.750296,0.54652839990517,21.78,0.205625,0,3.114847754444153,2.128231705849268
1567,P09,Storage,M09,2.71,1.89,7.76,0.0468,1,0.3742,7.62,12.04,34.45,0,Night,1,7,8,2,1.014082,2.8634580684204116,12.36,0.356616,0,2.5680215564985067,2.1701959049483
1568,P06,Assembly,M07,15.46,2.72,30.08,0.1933,78,0.7514,2.89,48.79,74.5,1,Night,1,0,6,2,11.616644,1.9456649769308039,48.26,0.558637,1,3.9078141606540915,3.436564525499447
1569,P02,Cutting,M03,12.4,1.25,0.26,0.2065,14,0.2224,1.39,16.24,28.82,1,Morning,2,1,2,1,2.7577599999999998,0.020967725026028207,13.91,0.287035,0,2.847232265235547,0.23111172096338664
1570,P04,Welding,M06,22.8,2.04,12.96,0.155,40,0.6468,0.33,38.66,12.71,1,Afternoon,2,9,5,0,14.747040000000002,0.5684208033242091,37.8,0.05115,1,3.68034312309165,2.6361960973342264
1571,P04,Welding,M04,15.41,3.42,5.82,0.1274,16,0.6347,2.26,26.58,58.16,1,Afternoon,1,9,3,0,9.780727,0.3776765881397871,24.65,0.287924,0,3.3170908723651555,1.9198594718553708
1572,P10,Dispatch,M02,4.0,0.5,2.3,0.0756,0,0.7615,10.11,6.52,67.37,0,Afternoon,5,2,1,0,3.046,0.5749985625035937,6.8,0.764316,0,2.017566137961748,1.1939224684724346
1573,P07,Quality Inspection,M01,11.91,8.03,1.52,0.1705,33,0.7426,4.12,21.16,81.84,1,Morning,3,5,0,1,8.844366,0.12762373835118526,21.459999999999997,0.7024600000000001,0,3.098288861879083,0.9242589015233319
1574,P05,Surface Treatment,M03,20.55,1.97,1.21,0.066,33,0.3899,1.11,23.89,37.88,0,Afternoon,2,8,2,0,8.012445000000001,0.058880749936374724,23.73,0.07326,0,3.2144661163795005,0.7929925155296614
1575,P03,Forming,M05,17.76,1.28,0.53,0.1367,7,0.4851,1.35,18.29,39.89,1,Afternoon,3,3,4,0,8.615376,0.029842325539231114,19.570000000000004,0.184545,0,2.9595868269176377,0.4252677354043441
1576,P03,Forming,M06,15.02,9.49,8.84,0.3164,0,0.3297,1.51,32.57,37.84,1,Afternoon,5,3,5,0,4.952094,0.5885482100211651,33.349999999999994,0.477764,0,3.5136328109919437,2.286455711064162
1577,P04,Welding,M10,16.34,1.81,5.73,0.0993,43,0.861,3.51,23.01,95.62,0,Morning,4,9,9,1,14.06874,0.35067298000429625,23.88,0.348543,1,3.178470410233162,1.9065751436566365
1578,P02,Cutting,M02,12.76,2.36,4.73,0.1289,13,0.7666,3.24,20.44,68.84,1,Night,5,1,1,2,9.781816,0.3706893646635074,19.85,0.417636,0,3.0652583362026014,1.7457155307266483
1579,P02,Cutting,M10,8.68,12.13,0.48,0.065,28,0.3552,2.28,21.02,33.04,0,Afternoon,2,1,9,0,3.083136,0.0552994754614338,21.290000000000003,0.1482,0,3.091951131294534,0.3920420877760237
1580,P02,Cutting,M05,9.23,8.23,1.78,0.1214,27,0.5424,3.84,19.42,59.1,1,Morning,3,1,4,1,5.006352000000001,0.19284919517963686,19.240000000000002,0.466176,0,3.01651481273652,1.0224509277025458
1581,P03,Forming,M06,11.13,6.84,4.57,0.0427,10,0.4274,2.19,22.59,40.55,0,Night,4,3,5,2,4.756962000000001,0.41060160772541987,22.54,0.093513,0,3.1608228934195837,1.7173950539391927
1582,P04,Welding,M07,18.02,1.03,18.54,0.1251,2,0.8056,2.62,38.35,78.67,1,Afternoon,5,9,6,0,14.516912,1.028856254796751,37.59,0.327762,0,3.6724959748634123,2.972463646614637
1583,P03,Forming,M02,15.76,0.5,1.56,0.0703,15,0.7796,3.02,18.47,79.37,0,Afternoon,4,3,1,0,12.286496,0.09898470876604774,17.819999999999997,0.212306,0,2.968874819384108,0.9400072584914712
1584,P04,Welding,M08,23.75,4.0,45.77,0.1382,55,0.6962,1.08,73.37,42.63,1,Morning,1,9,7,1,16.534750000000003,1.9271570833022809,73.52000000000001,0.149256,1,4.309052634715209,3.845241971737795
1585,P09,Storage,M10,1.81,1.13,4.52,0.1341,6,0.4501,12.51,7.21,37.76,1,Morning,5,7,9,1,0.814681,2.497223772244352,7.459999999999999,1.6775909999999998,0,2.105352923464337,1.7083778602890038
1586,P03,Forming,M09,10.1,4.29,0.14,0.0501,14,0.4632,2.57,15.04,43.23,0,Morning,5,3,8,1,4.67832,0.013861372414482761,14.530000000000001,0.12875699999999998,0,2.7750856024383683,0.13102826240640408
1587,P02,Cutting,M02,10.09,2.46,0.86,0.1837,4,0.5557,2.9,12.72,48.76,1,Night,1,1,1,2,5.607012999999999,0.08523281939264679,13.41,0.53273,0,2.6188546222977394,0.6205764877251099
1588,P06,Assembly,M10,28.1,7.28,2.72,0.1242,55,0.5771,1.72,38.63,80.78,1,Afternoon,4,0,9,0,16.21651,0.09679711857753788,38.1,0.213624,1,3.679586407202344,1.3137236682850553
1589,P04,Welding,M04,25.8,8.59,5.61,0.143,65,0.6611,1.86,38.91,80.15,1,Afternoon,3,9,3,0,17.05638,0.21744177618535807,40.0,0.26598,1,3.686626919060642,1.888583653863595
1590,P05,Surface Treatment,M07,14.81,3.92,0.03,0.1587,11,0.4394,0.83,19.43,20.49,1,Morning,3,8,6,1,6.5075140000000005,0.0020256569711971832,18.76,0.131721,0,3.0170044088295307,0.0295588022415444
1591,P10,Dispatch,M02,5.64,0.51,1.06,0.0531,0,0.6166,6.87,8.41,64.51,0,Afternoon,5,2,1,0,3.477624,0.1879429291792036,7.209999999999999,0.36479700000000004,0,2.2417729535972883,0.7227059828014898
1592,P04,Welding,M09,14.69,7.15,4.06,0.1549,199,0.7863,2.3,25.9,56.33,1,Afternoon,1,9,8,0,11.550747,0.2763783006274332,25.9,0.35627,1,3.292126286607793,1.6213664832993742
1593,P02,Cutting,M10,11.01,7.01,6.26,0.2011,8,0.216,1.31,23.83,24.06,1,Night,1,1,9,2,2.37816,0.5685735071993577,24.28,0.26344100000000004,0,3.2120525995200753,1.9823798288367047
1594,P06,Assembly,M09,21.69,0.83,3.97,0.1946,10,0.7029,1.09,27.32,39.48,1,Night,3,0,8,2,15.245901,0.18303357167654602,26.49,0.212114,0,3.343568268825519,1.6034198401085376
1595,P05,Surface Treatment,M04,14.1,3.32,0.71,0.1634,2,0.4469,1.67,16.94,39.36,1,Afternoon,2,8,3,0,6.30129,0.05035457421661403,18.13,0.27287799999999995,0,2.88703285663065,0.5364933705145685
1596,P06,Assembly,M10,32.68,3.71,4.67,0.1515,3,0.8717,1.47,40.01,79.81,1,Morning,5,0,9,1,28.487156000000002,0.14290081306584665,41.06,0.222705,0,3.713815939403968,1.7351891177396608
1597,P06,Assembly,M05,20.63,2.1,3.2,0.1114,11,0.663,2.57,25.38,88.36,1,Afternoon,5,0,4,0,13.67769,0.15511383659048156,25.93,0.286298,0,3.2726061472891685,1.4350845252893227
1598,P10,Dispatch,M10,6.11,7.54,6.31,0.1632,6,0.4584,3.85,19.84,39.19,1,Night,5,2,9,2,2.800824,1.0327315339909426,19.96,0.6283200000000001,0,3.0368742168851663,1.9892432737616872
1599,P04,Welding,M06,25.35,4.01,1.23,0.2013,44,0.4188,0.87,32.41,36.66,1,Night,1,9,5,2,10.61658,0.0485206909188596,30.59,0.175131,1,3.508855256368665,0.8020015854720274
1600,P05,Surface Treatment,M03,16.72,15.35,10.72,0.0785,8,0.958,3.39,41.27,94.46,1,Morning,1,8,2,1,16.01776,0.6411479418971641,42.79,0.266115,0,3.7440776145786985,2.4612967841488667
1601,P08,Packaging,M04,5.13,3.33,2.04,0.1003,41,0.7495,7.97,9.91,68.08,1,Morning,4,4,3,1,3.844935,0.3976600435476734,10.5,0.799391,1,2.3896797998449792,1.1118575154181303
1602,P08,Packaging,M04,9.08,9.07,4.38,0.1059,45,0.313,1.93,22.23,29.12,1,Night,1,4,3,2,2.84204,0.48237832337189057,22.529999999999998,0.20438699999999999,1,3.145444546782318,1.682688374173693
1603,P01,Raw Material Intake,M05,4.09,11.7,1.09,0.1007,31,0.9591,13.31,17.18,90.63,1,Morning,4,6,4,1,3.922719,0.26650301588504677,16.88,1.340317,0,2.900322088749333,0.7371640659767197
1604,P07,Quality Inspection,M05,12.25,0.71,11.5,0.0921,101,0.5409,2.48,24.27,50.74,0,Afternoon,3,5,4,0,6.626025,0.9387747438573519,24.46,0.228408,1,3.2296179214001026,2.5257286443082556
1605,P10,Dispatch,M08,5.8,6.08,1.78,0.0931,8,0.5031,4.23,13.71,40.82,0,Morning,2,2,7,1,2.91798,0.30689602259306453,13.659999999999998,0.393813,0,2.688527534613346,1.0224509277025458
1606,P08,Packaging,M02,7.71,2.97,1.02,0.0442,24,0.796,6.74,11.06,86.56,0,Night,1,4,1,2,6.137160000000001,0.13229554825480125,11.7,0.297908,0,2.4898941912990393,0.7030975114131134
1607,P05,Surface Treatment,M02,17.98,6.39,2.67,0.0973,33,0.6068,2.57,28.37,77.1,0,Afternoon,3,8,1,0,10.910264,0.14849824888862687,27.04,0.250061,0,3.379973745210529,1.3001916620664788
1608,P01,Raw Material Intake,M07,2.86,2.86,3.66,0.0874,7,0.4037,7.05,8.95,33.54,0,Morning,2,6,6,1,1.154582,1.2797158051894924,9.379999999999999,0.61617,0,2.2975725511705014,1.5390154481375546
1609,P02,Cutting,M02,14.36,9.01,1.25,0.093,29,0.7661,3.5,26.21,83.72,0,Afternoon,4,1,1,0,11.001196,0.08704729314255352,24.619999999999997,0.3255,0,3.303584552795155,0.8109302162163288
1610,P03,Forming,M04,13.48,11.88,3.94,0.167,3,0.4283,1.21,27.53,27.2,1,Afternoon,2,3,3,0,5.773484000000001,0.29228464964046763,29.3,0.20207,0,3.3509561652254085,1.597365331199831
1611,P01,Raw Material Intake,M09,4.86,0.5,4.83,0.044,6,0.5025,6.8,10.25,55.14,0,Morning,4,6,8,1,2.44215,0.9938251155861819,10.190000000000001,0.29919999999999997,0,2.4203681286504293,1.763017000362401
1612,P02,Cutting,M08,9.64,6.29,6.19,0.1325,40,0.831,4.15,21.64,66.6,1,Night,2,1,7,2,8.01084,0.6421155164776801,22.12,0.5498750000000001,1,3.119718253334982,1.9726911717329554
1613,P04,Welding,M01,22.24,8.62,19.88,0.1661,102,0.4577,1.61,50.99,59.7,1,Morning,1,9,0,1,10.179248,0.8938844901598516,50.739999999999995,0.267421,1,3.9510513923956245,3.038791763014438
1614,P10,Dispatch,M07,4.3,1.2,5.59,0.3555,7,0.6569,5.67,10.92,40.66,1,Afternoon,5,2,6,0,2.8246700000000002,1.299996976751217,11.09,2.015685,0,2.4782176616372036,1.8855533485144158
1615,P01,Raw Material Intake,M03,5.24,1.94,13.83,0.2238,56,0.5484,4.99,20.23,43.57,1,Morning,5,6,2,1,2.873616,2.6393079402520225,21.009999999999998,1.116762,1,3.055415275715165,2.696652156149841
1616,P04,Welding,M10,25.08,0.94,2.37,0.2095,27,0.731,0.85,28.78,35.54,1,Afternoon,5,9,9,0,18.333479999999998,0.09449756997704548,28.39,0.17807499999999998,0,3.393837027255863,1.2149127443642704
1617,P02,Cutting,M06,9.93,4.77,1.19,0.0324,11,0.6809,4.72,16.94,78.1,0,Night,4,1,5,2,6.761336999999999,0.11983875142119696,15.889999999999999,0.15292799999999998,0,2.88703285663065,0.7839015438284094
1618,P03,Forming,M10,19.15,1.59,3.73,0.1142,1,0.6566,1.28,25.22,40.91,1,Afternoon,5,3,9,0,12.573889999999999,0.19477796617338583,24.47,0.146176,0,3.2665224783355535,1.5539252025038417
1619,P07,Quality Inspection,M06,10.61,8.36,1.02,0.2005,86,0.809,3.25,20.33,57.53,1,Afternoon,4,5,5,0,8.58349,0.09613563040939642,19.99,0.651625,1,3.0601145324832593,0.7030975114131134
1620,P05,Surface Treatment,M10,17.1,0.86,9.64,0.0571,2,0.5242,2.43,26.92,69.19,0,Morning,1,8,9,1,8.96382,0.5637423603845846,27.6,0.13875300000000002,0,3.329343277894172,2.3646204839134985
1621,P07,Quality Inspection,M07,12.02,1.11,50.93,0.1687,145,0.5506,2.16,63.91,43.37,1,Afternoon,3,5,6,0,6.618212,4.2371013002485025,64.06,0.364392,1,4.173001695045377,3.9498966578562276
1622,P02,Cutting,M05,10.03,0.81,2.37,0.0455,6,0.5633,2.87,12.92,48.06,0,Night,4,1,4,2,5.649899,0.23629089103600098,13.21,0.130585,0,2.6333266549062735,1.2149127443642704
1623,P03,Forming,M03,13.16,2.64,19.29,0.1858,35,0.582,2.2,36.21,48.17,1,Night,3,3,2,2,7.65912,1.4658043572915218,35.09,0.40876,0,3.6165775423585313,3.0101281538377234
1624,P08,Packaging,M08,8.41,1.8,8.72,0.2049,26,0.3919,1.55,19.99,21.66,1,Morning,1,4,7,1,3.2958790000000002,1.0368596470158775,18.93,0.317595,0,3.0440461338325417,2.2741856184723477
1625,P05,Surface Treatment,M02,18.49,0.5,0.11,0.0839,5,0.3684,1.08,18.49,33.36,0,Morning,1,8,1,1,6.811716,0.005949158491531373,19.099999999999998,0.09061200000000001,0,2.9699015135194693,0.10436001532424277
1626,P09,Storage,M05,3.79,16.28,2.31,0.2377,46,0.6944,8.41,22.01,53.05,1,Afternoon,5,7,4,0,2.631776,0.6094970725670908,22.38,1.999057,1,3.1359289040472746,1.1969481893889715
1627,P08,Packaging,M01,7.81,3.56,1.78,0.0929,1,0.4655,3.61,12.18,47.04,0,Afternoon,1,4,0,0,3.635555,0.22791264031672176,13.149999999999999,0.335369,0,2.578700529074361,1.0224509277025458
1628,P10,Dispatch,M08,4.87,0.5,0.33,0.1172,13,0.8765,9.16,6.22,74.41,1,Night,5,2,7,2,4.268555,0.06776166784051779,5.7,1.073552,0,1.9768549529047348,0.2851789422336624
1629,P01,Raw Material Intake,M01,6.26,3.31,0.79,0.0432,8,0.3786,3.93,8.42,41.01,0,Afternoon,3,6,0,0,2.370036,0.12619788147303282,10.36,0.169776,0,2.2428350885882717,0.5822156198526637
1630,P07,Quality Inspection,M01,8.12,0.5,2.37,0.087,143,0.9191,6.0,12.08,81.18,1,Afternoon,4,5,0,0,7.463092,0.29187156173452994,10.989999999999998,0.522,1,2.5710843460290524,1.2149127443642704
1631,P01,Raw Material Intake,M07,5.27,11.37,0.17,0.1694,10,0.8053,6.65,17.39,58.4,1,Night,5,6,6,2,4.243931,0.03225800330549658,16.810000000000002,1.1265100000000001,0,2.91180703861623,0.15700374880966478
1632,P10,Dispatch,M07,5.27,2.44,3.78,0.0661,6,0.4428,4.08,12.28,35.87,0,Afternoon,4,2,6,0,2.3335559999999997,0.7172661911457474,11.489999999999998,0.26968800000000004,0,2.5862591440482876,1.5644405465033644
1633,P02,Cutting,M09,10.94,18.19,2.91,0.0842,25,0.2012,1.02,31.9,18.63,0,Night,2,1,8,2,2.2011279999999998,0.2659961005520105,32.040000000000006,0.085884,0,3.493472657771326,1.3635373739972745
1634,P05,Surface Treatment,M09,18.73,5.06,3.37,0.0462,3,0.5692,2.15,26.42,67.27,0,Morning,4,8,8,1,10.661116000000002,0.17992515754129337,27.16,0.09932999999999999,0,3.3112726741341683,1.4747630091074988
1635,P01,Raw Material Intake,M05,5.45,1.27,0.15,0.0469,18,0.5474,5.2,6.46,47.23,0,Morning,2,6,4,1,2.98333,0.02752288527910958,6.870000000000001,0.24387999999999999,0,2.0095554142156695,0.1397619423751587
1636,P02,Cutting,M04,13.61,1.11,0.98,0.1082,10,0.1783,0.98,14.46,22.19,1,Morning,4,1,3,1,2.4266629999999996,0.0720058251243019,15.7,0.106036,0,2.738256043159276,0.6830968447064438
1637,P04,Welding,M10,30.09,5.21,22.14,0.248,0,0.6891,1.25,57.77,62.67,1,Morning,5,9,9,1,20.735019,0.7357923776030649,57.44,0.31,0,4.073631520624559,3.1415627217655304
1638,P03,Forming,M04,14.97,0.5,17.92,0.1471,22,0.4514,1.19,34.12,29.6,1,Morning,5,3,3,1,6.757458000000001,1.1970599886038822,33.39,0.175049,0,3.558770768766916,2.9402195636237325
1639,P01,Raw Material Intake,M08,3.92,2.5,1.77,0.062,43,0.5768,8.25,7.67,53.96,0,Morning,1,6,7,1,2.261056,0.45152946038402964,8.19,0.5115,1,2.1598687907924505,1.0188473201992472
1640,P02,Cutting,M08,13.56,7.29,11.72,0.1149,40,0.77,3.21,33.71,72.44,1,Night,1,1,7,2,10.4412,0.8643061472668531,32.57,0.368829,1,3.547027829873695,2.543175557911976
1641,P05,Surface Treatment,M10,16.1,9.29,8.85,0.0866,9,0.7811,2.53,35.37,67.8,0,Morning,3,8,9,1,12.57571,0.5496890995719877,34.24,0.219098,0,3.5937442589988975,2.2874714551839976
1642,P07,Quality Inspection,M06,7.96,2.48,33.65,0.1013,20,0.5646,3.71,44.43,49.18,1,Morning,3,5,5,1,4.494216,4.227381623892432,44.089999999999996,0.375823,0,3.816172679771312,3.5452977256359124
1643,P09,Storage,M04,2.35,1.42,7.74,0.1259,26,0.3274,7.67,12.72,30.09,1,Morning,4,7,3,1,0.7693900000000001,3.2936030059446555,11.51,0.9656530000000001,0,2.6188546222977394,2.167910189667444
1644,P09,Storage,M05,2.74,9.77,10.31,0.1119,9,0.6199,13.22,23.59,60.42,1,Morning,4,7,4,1,1.6985260000000002,3.762759989927044,22.82,1.4793180000000001,0,3.202339856228101,2.425687290128029
1645,P10,Dispatch,M10,3.23,4.91,12.08,0.0594,2,0.568,9.81,19.73,52.89,0,Night,1,2,9,2,1.8346399999999998,3.7399265017755363,20.22,0.5827140000000001,0,3.0315819264476884,2.5710843460290524
1646,P09,Storage,M06,2.94,7.94,3.29,0.2647,22,0.6938,9.73,15.13,47.76,1,Morning,5,7,5,1,2.0397719999999997,1.119043812776147,14.170000000000002,2.5755310000000002,0,2.7806808921371178,1.4562867329399256
1647,P05,Surface Treatment,M05,13.92,17.43,1.22,0.1011,50,0.4367,1.86,30.8,43.17,1,Afternoon,1,8,4,0,6.078863999999999,0.08764361519855231,32.57,0.188046,1,3.459466289786131,0.7975071958841881
1648,P01,Raw Material Intake,M05,4.29,1.31,1.85,0.0854,69,0.7193,9.46,6.67,67.65,0,Afternoon,4,6,4,0,3.0857970000000003,0.43123442602697903,7.449999999999999,0.8078840000000002,1,2.0373166153791646,1.0473189942805592
1649,P07,Quality Inspection,M04,10.2,1.96,9.3,0.1002,147,0.6355,3.5,21.28,59.46,1,Afternoon,4,5,3,0,6.482099999999999,0.9117638119962629,21.46,0.3507,1,3.1036894150590832,2.33214389523559
1650,P10,Dispatch,M01,3.93,14.24,3.09,0.0678,10,0.7459,10.51,20.43,68.83,0,Night,1,2,0,2,2.931387,0.7862575413294113,21.26,0.7125779999999999,0,3.064791809485486,1.4085449700547104
1651,P05,Surface Treatment,M07,17.2,0.5,4.54,0.1406,11,0.4837,1.28,23.06,36.57,1,Afternoon,2,8,6,0,8.31964,0.2639533349108518,22.24,0.17996800000000002,0,3.180550710546533,1.7119945007591924
1652,P04,Welding,M07,19.57,0.5,7.41,0.1133,79,0.803,2.4,28.52,78.35,1,Night,3,9,6,2,15.714710000000002,0.3786405832189151,27.48,0.27192,1,3.385067999732272,2.1294214739848565
1653,P10,Dispatch,M01,4.84,10.02,8.92,0.07,26,0.72,9.32,24.43,75.17,0,Morning,4,2,0,1,3.4848,1.842971398819424,23.78,0.6524000000000001,0,3.2359295794340284,2.2945529212967815
1654,P01,Raw Material Intake,M07,6.06,6.69,2.38,0.0947,90,0.9207,8.42,16.89,85.01,1,Morning,3,6,6,1,5.579441999999999,0.3927386258438518,15.129999999999999,0.797374,1,2.884241897520628,1.2178757094949273
1655,P10,Dispatch,M10,6.23,2.19,4.75,0.1673,24,0.4344,3.6,12.66,37.42,1,Afternoon,4,2,9,0,2.706312,0.7624385835656765,13.17,0.60228,0,2.614471854142644,1.749199854809259
1656,P02,Cutting,M03,9.76,0.86,4.22,0.1068,12,0.5788,2.93,15.74,47.71,1,Morning,1,1,2,1,5.649088,0.4323766061715101,14.84,0.31292400000000004,0,2.8178010650613294,1.6524974018945473
