Record_ID,Process_ID,Process_Name,Machine_ID,Cycle_Time_min,Setup_Time_min,Waiting_Time_min,Defect_Rate,Inventory_Level,Machine_Utilization,Production_Output_units_hr,Lead_Time_min,Efficiency_Score,Is_Bottleneck,Shift,Day_Of_Week
712,P02,Cutting,M07,11.47,0.5,5.35,0.0638,22,0.3618,1.36,16.55,26.09,0,Morning,2
713,P01,Raw Material Intake,M03,4.85,0.5,3.29,0.0522,28,0.4018,4.85,8.9,39.22,0,Night,1
714,P08,Packaging,M04,8.34,7.82,5.97,0.0522,24,0.655,4.82,20.78,66.99,0,Night,4
715,P02,Cutting,M04,14.62,0.5,0.19,0.0962,11,0.4795,1.65,16.44,40.26,0,Morning,2
716,P04,Welding,M10,19.02,1.01,60.25,0.1193,11,0.802,2.26,81.63,71.77,1,Afternoon,1
717,P01,Raw Material Intake,M10,4.22,0.5,19.46,0.1362,35,0.5374,6.48,23.57,45.55,1,Afternoon,3
718,P09,Storage,M01,3.36,1.18,1.66,0.2917,0,0.4237,5.23,8.35,29.23,1,Afternoon,5
719,P05,Surface Treatment,M04,18.89,3.63,2.12,0.1086,21,0.6121,2.28,25.4,71.77,1,Night,3
720,P09,Storage,M04,4.1,4.54,0.65,0.1243,19,0.4603,5.7,9.83,38.93,1,Night,5
721,P07,Quality Inspection,M04,10.12,7.1,8.15,0.1089,49,0.6452,3.37,24.29,56.82,1,Night,3
722,P09,Storage,M04,3.67,2.8,9.89,0.0808,5,0.7577,11.5,15.03,70.34,0,Morning,1
723,P04,Welding,M09,25.23,18.39,17.57,0.0965,57,0.8694,2.65,59.67,111.57,1,Morning,2
724,P03,Forming,M08,20.59,5.74,9.21,0.1054,4,0.783,1.74,34.11,59.66,1,Morning,2
725,P03,Forming,M02,15.79,3.34,7.81,0.0774,79,0.7715,2.42,27.76,63.64,0,Morning,3
726,P06,Assembly,M10,31.54,0.5,1.33,0.0959,14,0.785,1.84,32.26,96.48,0,Morning,5
727,P10,Dispatch,M09,5.07,8.96,8.11,0.1205,6,0.8941,8.62,24.57,72.88,1,Afternoon,2
728,P07,Quality Inspection,M06,13.93,11.34,7.13,0.0907,16,0.7619,3.51,33.93,81.41,0,Afternoon,1
729,P08,Packaging,M08,5.81,17.91,1.21,0.1014,0,0.6406,6.19,26.63,59.92,1,Night,1
730,P09,Storage,M02,3.64,1.72,1.81,0.1319,33,0.2693,4.44,5.39,26.9,1,Morning,2
731,P06,Assembly,M02,26.71,0.76,2.69,0.2012,34,0.8308,1.58,29.69,70.37,1,Morning,4
732,P03,Forming,M06,15.96,6.58,4.12,0.1192,1,0.508,1.47,26.38,39.13,1,Night,2
733,P09,Storage,M03,3.29,5.48,6.02,0.1192,8,0.5165,8.1,14.76,44.48,1,Afternoon,4
734,P03,Forming,M08,15.4,17.46,1.76,0.046,33,0.717,3.16,34.54,81.18,0,Night,2
735,P02,Cutting,M04,10.49,6.05,0.2,0.0853,19,0.445,2.46,17.72,42.96,0,Afternoon,1
736,P09,Storage,M06,2.43,11.26,13.2,0.1292,3,0.4001,8.39,28.18,34.04,1,Night,4
737,P04,Welding,M06,19.68,14.96,3.29,0.1471,88,0.5434,1.26,38.55,41.34,1,Afternoon,5
738,P07,Quality Inspection,M01,8.89,1.04,13.43,0.1136,58,0.5023,2.75,23.73,40.82,1,Morning,3
739,P07,Quality Inspection,M06,10.98,1.35,9.37,0.1772,2,0.6499,3.41,21.69,62.46,1,Night,2
740,P07,Quality Inspection,M01,11.95,4.15,14.9,0.1687,23,0.7524,3.35,30.54,66.75,1,Afternoon,2
741,P02,Cutting,M05,14.16,6.74,2.91,0.0965,0,0.6878,2.94,24.7,69.36,0,Afternoon,2
742,P04,Welding,M02,14.86,2.26,2.76,0.1389,27,0.4777,1.48,20.79,36.67,1,Morning,1
743,P03,Forming,M03,16.22,7.46,2.6,0.0646,12,0.3834,1.02,25.16,27.65,0,Afternoon,3
744,P09,Storage,M01,3.6,7.47,8.27,0.0585,20,0.5544,9.13,18.89,54.81,0,Morning,4
745,P09,Storage,M04,2.03,4.71,2.93,0.1058,19,0.3996,9.99,10.14,33.82,1,Morning,5
746,P03,Forming,M06,12.42,27.43,11.38,0.0833,21,0.5804,1.67,50.76,34.62,0,Afternoon,2
747,P08,Packaging,M08,9.64,3.93,15.67,0.1179,4,0.6952,3.45,30.03,55.42,1,Morning,3
748,P05,Surface Treatment,M05,20.18,4.4,1.21,0.0843,49,0.7965,1.82,25.51,61.32,0,Afternoon,3
749,P05,Surface Treatment,M09,18.13,0.5,9.02,0.077,4,0.6563,1.01,26.93,30.47,0,Afternoon,2
750,P08,Packaging,M05,8.06,0.5,3.16,0.0637,54,0.5899,3.94,11.69,52.93,0,Afternoon,5
751,P04,Welding,M05,14.84,7.7,56.92,0.1284,25,0.8324,3.71,79.39,91.7,1,Morning,2
752,P09,Storage,M05,3.36,5.3,1.63,0.0877,22,0.65,9.97,10.36,55.79,0,Night,2
753,P02,Cutting,M06,12.51,4.01,0.61,0.0749,18,0.5087,2.01,15.54,41.91,0,Morning,4
754,P04,Welding,M06,16.79,0.77,3.68,0.0892,5,0.7082,2.02,21.93,56.63,0,Night,3
755,P03,Forming,M08,15.45,1.2,0.62,0.0515,39,0.5237,3.22,18.52,83.01,0,Morning,4
756,P10,Dispatch,M08,4.95,11.42,1.88,0.1773,7,0.6524,6.92,20.08,57.04,1,Morning,4
757,P07,Quality Inspection,M07,13.31,5.09,15.2,0.1102,20,0.6829,2.95,33.82,65.35,1,Morning,4
758,P08,Packaging,M05,5.63,0.5,0.12,0.0322,86,0.8351,8.45,6.64,79.27,0,Night,4
759,P04,Welding,M01,20.31,7.56,2.48,0.1175,40,0.7277,1.85,30.01,62.46,1,Night,5
760,P08,Packaging,M04,6.24,2.41,1.14,0.098,14,0.1263,0.8,9.67,8.32,0,Afternoon,5
761,P10,Dispatch,M02,4.97,0.5,15.73,0.1023,9,0.4415,4.25,21.29,35.2,1,Afternoon,2
762,P05,Surface Treatment,M09,14.49,5.65,3.9,0.1422,11,0.7095,2.15,23.41,51.95,1,Afternoon,4
763,P04,Welding,M06,20.92,7.17,13.77,0.1343,25,0.3833,1.17,40.31,40.66,1,Afternoon,1
764,P10,Dispatch,M07,4.91,5.69,19.09,0.1033,64,0.5419,6.22,29.55,50.96,1,Night,1
765,P05,Surface Treatment,M09,10.35,4.97,5.6,0.07,10,0.6581,3.17,21.43,54.71,0,Night,4
766,P06,Assembly,M03,29.85,0.5,110.83,0.1903,12,0.8007,1.05,141.74,52.34,1,Afternoon,2
767,P06,Assembly,M08,26.97,3.0,22.16,0.121,133,0.5225,1.1,50.86,49.57,1,Morning,1
768,P06,Assembly,M05,28.67,1.21,18.01,0.1557,111,0.8392,1.31,48.33,62.55,1,Morning,5
769,P05,Surface Treatment,M10,14.95,0.66,2.72,0.263,29,0.4649,1.64,15.9,40.89,1,Night,4
770,P07,Quality Inspection,M03,7.97,1.14,6.6,0.113,10,0.848,5.33,15.54,70.75,1,Morning,1
771,P07,Quality Inspection,M08,6.52,4.0,2.44,0.1546,76,0.8442,7.16,13.84,77.74,1,Afternoon,4
772,P05,Surface Treatment,M10,24.22,3.06,0.68,0.0568,8,0.5826,0.65,27.89,26.07,0,Morning,4
773,P01,Raw Material Intake,M01,7.31,2.71,2.71,0.0826,41,0.4436,3.19,12.96,38.9,0,Afternoon,3
774,P08,Packaging,M09,5.44,0.86,3.49,0.1014,43,0.551,5.95,10.18,53.98,1,Morning,1
775,P07,Quality Inspection,M06,12.66,3.01,31.53,0.1119,43,0.5762,2.14,46.09,45.26,1,Afternoon,5
776,P04,Welding,M04,23.29,2.92,27.16,0.0919,73,0.7125,1.89,54.44,73.24,1,Night,5
777,P01,Raw Material Intake,M02,4.71,10.65,1.81,0.1447,58,0.5224,6.07,16.61,47.57,1,Night,3
778,P03,Forming,M02,8.02,1.8,5.91,0.0738,29,0.8546,5.56,16.28,74.3,0,Morning,3
779,P07,Quality Inspection,M02,9.36,0.82,1.93,0.1381,48,0.5849,2.57,12.15,40.03,1,Morning,2
780,P09,Storage,M05,3.46,10.72,4.25,0.0788,16,0.7236,11.24,18.22,64.77,0,Afternoon,5
781,P08,Packaging,M05,6.9,1.03,4.11,0.0745,29,0.2578,1.83,13.43,21.0,0,Morning,4
782,P10,Dispatch,M01,6.95,5.14,15.07,0.1465,45,0.5198,3.0,26.29,34.73,1,Night,2
783,P02,Cutting,M01,9.47,0.5,0.31,0.1286,9,0.9175,4.87,10.74,76.82,1,Afternoon,5
784,P02,Cutting,M02,11.84,3.23,6.95,0.1522,126,0.7355,3.05,21.61,60.15,1,Night,4
785,P08,Packaging,M09,8.83,3.61,0.05,0.0659,16,0.6124,4.46,12.05,65.73,0,Night,4
786,P07,Quality Inspection,M06,9.9,1.29,3.42,0.1439,17,0.6157,2.88,13.71,47.6,1,Morning,4
787,P09,Storage,M09,2.63,15.99,0.03,0.1611,19,0.4518,9.22,16.78,40.48,1,Afternoon,5
788,P05,Surface Treatment,M03,12.36,15.46,0.85,0.2922,6,0.8484,2.95,29.31,60.86,1,Night,3
789,P02,Cutting,M09,12.51,4.17,0.69,0.2349,7,0.5838,2.51,16.67,52.31,1,Afternoon,2
790,P04,Welding,M07,17.78,4.78,9.41,0.1161,25,0.7239,2.2,32.83,65.12,1,Night,4
791,P04,Welding,M04,19.05,1.23,19.64,0.0947,3,0.7444,2.3,39.59,72.9,1,Morning,1
792,P08,Packaging,M09,11.31,2.31,1.2,0.113,8,0.8988,4.03,14.78,76.07,1,Morning,2
793,P06,Assembly,M03,23.48,1.59,0.07,0.1762,12,0.8559,2.06,26.56,80.73,1,Night,2
794,P09,Storage,M07,2.93,2.57,1.03,0.0945,21,0.683,12.93,6.2,63.16,0,Morning,1
795,P06,Assembly,M01,28.6,1.32,5.8,0.1968,17,0.6838,1.65,37.21,78.76,1,Morning,3
796,P10,Dispatch,M07,4.96,6.62,1.67,0.0847,42,0.3215,3.97,12.82,32.79,0,Morning,2
797,P06,Assembly,M03,12.53,4.92,11.79,0.1659,54,0.5978,1.58,27.95,33.07,1,Afternoon,3
798,P08,Packaging,M09,11.04,4.34,5.91,0.0814,59,0.2501,1.11,21.06,20.48,0,Morning,2
799,P04,Welding,M04,21.43,0.93,34.02,0.1001,114,0.7278,2.11,57.7,75.26,1,Morning,1
800,P02,Cutting,M03,12.79,15.35,1.01,0.1825,25,0.2411,0.38,29.38,8.12,1,Afternoon,5
801,P08,Packaging,M05,5.85,2.78,11.01,0.1404,5,0.6928,6.78,18.26,66.05,1,Morning,1
802,P06,Assembly,M08,29.37,1.71,95.15,0.1221,78,0.8069,0.74,126.02,35.98,1,Morning,4
803,P05,Surface Treatment,M07,26.53,2.69,1.78,0.1242,20,0.905,1.75,30.81,77.28,1,Night,5
804,P01,Raw Material Intake,M04,4.47,6.72,8.0,0.0759,52,0.4069,5.49,20.1,40.92,0,Morning,5
805,P03,Forming,M03,15.93,0.53,3.29,0.125,10,0.9652,3.31,19.77,88.01,1,Morning,1
806,P09,Storage,M02,2.95,2.77,0.68,0.1607,32,0.6754,11.32,8.63,55.77,1,Night,1
807,P02,Cutting,M06,14.11,1.85,3.95,0.069,26,0.4102,0.82,18.71,19.39,0,Night,5
808,P05,Surface Treatment,M04,9.25,5.02,0.9,0.1442,4,0.9424,4.56,16.0,70.27,1,Afternoon,1
809,P05,Surface Treatment,M01,15.38,6.53,1.45,0.1673,13,0.3267,1.34,23.45,34.47,1,Morning,3
810,P04,Welding,M09,18.54,1.1,34.22,0.2215,85,0.682,1.57,53.44,48.44,1,Night,1
811,P01,Raw Material Intake,M03,5.85,1.72,4.42,0.0494,13,0.3358,3.24,12.7,31.6,0,Morning,5
812,P04,Welding,M08,19.75,3.61,0.7,0.1038,61,0.7819,2.59,23.24,85.11,1,Afternoon,4
813,P10,Dispatch,M10,5.12,2.26,1.49,0.0764,49,0.285,3.06,8.32,26.11,0,Night,1
814,P08,Packaging,M03,9.58,5.93,2.14,0.0763,11,0.7337,5.07,18.12,80.87,0,Morning,3
815,P10,Dispatch,M04,5.25,5.15,0.17,0.0502,11,0.6706,7.18,11.98,62.84,0,Morning,3
816,P09,Storage,M03,3.58,5.96,1.4,0.0932,24,0.707,10.29,10.09,61.36,0,Afternoon,4
817,P01,Raw Material Intake,M01,6.27,5.69,6.24,0.103,6,0.8741,7.05,19.26,73.6,1,Afternoon,5
818,P03,Forming,M01,17.12,11.12,4.3,0.1078,17,0.4521,1.63,33.05,46.37,1,Morning,4
819,P02,Cutting,M03,9.56,0.61,1.78,0.0801,1,0.4944,2.8,13.01,44.54,0,Morning,2
820,P08,Packaging,M10,8.01,1.89,1.0,0.0671,14,0.4352,2.76,9.29,36.88,0,Morning,2
821,P08,Packaging,M09,9.01,0.74,20.04,0.2182,1,0.2946,1.3,29.75,19.44,1,Morning,4
822,P03,Forming,M06,16.52,8.63,7.54,0.0444,3,0.7459,1.86,33.43,51.3,0,Morning,1
823,P01,Raw Material Intake,M02,4.67,2.32,0.95,0.1265,17,0.6235,6.95,9.96,54.08,1,Night,5
824,P05,Surface Treatment,M01,18.81,2.78,1.05,0.0949,7,0.4674,0.61,22.55,19.26,0,Night,5
825,P04,Welding,M06,18.25,0.98,3.47,0.1828,37,0.8688,2.55,22.6,77.46,1,Afternoon,2
826,P10,Dispatch,M07,6.68,6.83,11.77,0.1246,14,0.3711,2.75,25.57,30.62,1,Night,5
827,P06,Assembly,M07,25.13,0.56,10.34,0.1368,52,0.7637,1.51,35.32,63.45,1,Night,1
828,P02,Cutting,M04,12.84,2.48,0.58,0.1393,3,0.2822,1.53,17.24,32.73,1,Night,3
829,P05,Surface Treatment,M09,20.34,21.94,2.24,0.0663,11,0.6688,1.05,45.53,35.61,0,Morning,4
830,P02,Cutting,M02,11.22,4.02,5.14,0.1431,3,0.6739,2.51,20.91,46.89,1,Night,3
831,P10,Dispatch,M03,5.13,2.89,1.7,0.1155,2,0.3655,3.99,10.25,34.13,1,Afternoon,3
832,P04,Welding,M10,17.2,31.53,34.91,0.1034,13,0.867,3.09,86.92,88.55,1,Night,1
833,P10,Dispatch,M02,5.78,0.87,5.28,0.058,3,0.6484,6.2,11.9,59.79,0,Morning,2
834,P09,Storage,M09,3.49,18.61,4.08,0.074,7,0.4494,6.84,27.79,39.79,0,Morning,2
835,P09,Storage,M02,3.9,1.3,2.71,0.0858,4,0.4511,6.26,6.6,40.73,0,Morning,4
836,P09,Storage,M04,2.31,12.01,5.56,0.1705,19,0.3571,7.85,21.18,30.24,1,Night,2
837,P08,Packaging,M06,9.03,4.09,0.97,0.0441,17,0.3044,1.98,13.63,29.88,0,Morning,1
838,P07,Quality Inspection,M05,9.26,1.96,14.56,0.2023,63,0.6838,4.41,25.7,68.04,1,Afternoon,2
839,P02,Cutting,M09,13.78,1.8,1.12,0.0336,23,0.618,2.36,18.42,54.28,0,Night,4
840,P01,Raw Material Intake,M07,3.2,4.16,0.33,0.0533,53,0.7355,13.14,7.82,70.14,0,Afternoon,4
841,P03,Forming,M05,18.0,5.95,4.41,0.149,24,0.6501,1.99,28.17,59.71,1,Morning,1
842,P09,Storage,M02,3.68,2.45,0.0,0.0569,22,0.5689,8.91,6.2,54.66,0,Afternoon,5
843,P10,Dispatch,M03,3.02,3.42,0.06,0.0763,30,0.7195,13.46,4.73,67.72,0,Night,5
844,P09,Storage,M06,3.39,7.24,2.31,0.0987,12,0.2511,3.56,12.78,20.12,0,Morning,4
845,P10,Dispatch,M07,5.95,1.57,0.51,0.1132,27,0.4823,3.77,6.52,37.37,1,Night,5
846,P10,Dispatch,M05,4.54,3.29,3.77,0.0752,14,0.6782,8.94,10.76,67.66,0,Afternoon,1
847,P05,Surface Treatment,M06,14.09,16.84,1.65,0.0774,0,0.5711,1.56,31.8,36.74,0,Afternoon,1
848,P10,Dispatch,M10,3.4,3.52,5.26,0.1861,59,0.8152,11.62,13.38,65.9,1,Afternoon,5
849,P02,Cutting,M09,12.31,3.03,4.47,0.1297,4,0.5486,1.92,19.43,39.46,1,Morning,4
850,P06,Assembly,M04,24.06,9.38,3.44,0.2055,2,0.7131,0.97,36.85,39.04,1,Morning,3
851,P07,Quality Inspection,M08,8.47,0.5,29.26,0.1417,130,0.8776,6.04,37.52,85.32,1,Morning,3
852,P04,Welding,M07,13.56,0.51,11.34,0.1113,17,0.8209,4.19,26.63,94.71,1,Morning,4
853,P02,Cutting,M07,7.81,4.02,4.29,0.1059,6,0.2979,2.02,15.96,26.23,1,Morning,4
854,P06,Assembly,M06,30.78,9.03,17.25,0.1693,25,0.832,0.77,57.51,39.68,1,Night,5
855,P02,Cutting,M09,6.61,3.71,0.61,0.1254,1,0.3664,3.15,10.23,34.68,1,Night,3
856,P02,Cutting,M06,10.71,1.8,6.44,0.0943,0,0.7244,3.78,20.09,67.53,0,Afternoon,5
857,P04,Welding,M05,19.18,5.3,14.76,0.2359,11,0.8653,1.86,38.65,59.54,1,Afternoon,1
858,P01,Raw Material Intake,M09,4.45,4.31,1.49,0.055,22,0.7672,10.32,8.56,76.61,0,Morning,1
859,P06,Assembly,M04,22.84,1.3,8.97,0.0905,7,0.7052,2.04,33.01,77.81,0,Afternoon,3
860,P09,Storage,M06,2.24,14.7,2.22,0.0843,10,0.7726,18.34,19.81,68.44,0,Morning,3
861,P02,Cutting,M02,11.62,5.7,4.86,0.1776,13,0.8123,3.71,22.5,71.91,1,Afternoon,4
862,P01,Raw Material Intake,M04,5.03,6.53,2.31,0.113,8,0.5801,5.62,12.85,47.19,1,Morning,4
863,P09,Storage,M03,3.95,0.5,12.68,0.1264,7,0.8134,10.93,16.61,71.93,1,Morning,2
864,P07,Quality Inspection,M10,6.43,7.19,26.6,0.2739,50,0.8708,6.36,40.26,68.13,1,Night,1
865,P02,Cutting,M10,12.45,1.01,8.25,0.0836,20,0.3685,2.1,21.83,43.57,0,Night,2
866,P02,Cutting,M10,8.85,7.13,4.15,0.1503,20,0.4391,2.15,20.02,31.7,1,Afternoon,4
867,P06,Assembly,M09,30.66,3.61,23.01,0.1638,16,0.7336,0.95,56.58,48.57,1,Afternoon,4
868,P09,Storage,M01,3.08,0.96,4.01,0.0869,14,0.2269,3.68,9.68,18.91,0,Morning,4
869,P08,Packaging,M02,6.67,4.43,0.16,0.0735,17,0.7898,6.78,11.05,75.4,0,Night,2
870,P05,Surface Treatment,M05,18.28,0.5,2.36,0.098,15,0.5412,1.46,22.35,44.47,0,Night,3
871,P01,Raw Material Intake,M01,4.46,2.95,1.87,0.1858,33,0.3319,3.08,9.35,22.91,1,Afternoon,1
872,P10,Dispatch,M01,6.17,1.47,3.51,0.1119,11,0.523,4.76,13.53,48.96,1,Morning,1
873,P04,Welding,M04,17.85,2.25,54.79,0.1646,21,0.6856,2.09,75.02,62.06,1,Night,3
874,P10,Dispatch,M02,5.36,10.91,7.26,0.1404,12,0.4484,3.99,23.03,35.7,1,Morning,3
875,P01,Raw Material Intake,M09,4.83,1.42,1.5,0.0449,9,0.6217,7.31,8.1,58.75,0,Morning,5
876,P02,Cutting,M08,11.72,3.71,1.59,0.0787,13,0.4457,2.66,15.96,51.97,0,Morning,4
877,P03,Forming,M03,17.78,5.97,13.85,0.079,2,0.7424,2.89,37.14,85.77,0,Morning,2
878,P06,Assembly,M07,28.93,1.17,19.31,0.1751,4,0.6303,1.23,47.99,59.4,1,Afternoon,1
879,P07,Quality Inspection,M07,10.16,3.7,34.41,0.1367,190,0.6433,3.84,48.84,64.95,1,Morning,1
880,P02,Cutting,M04,12.91,2.02,0.58,0.1571,15,0.3899,2.41,15.85,51.89,1,Night,1
881,P10,Dispatch,M05,3.51,6.34,0.44,0.0893,2,0.5944,9.0,11.04,52.65,0,Afternoon,5
882,P08,Packaging,M01,7.92,2.87,0.12,0.1175,0,0.5733,3.92,12.22,51.66,1,Morning,1
883,P09,Storage,M10,3.86,7.91,1.48,0.1086,39,0.7112,10.22,13.64,65.84,1,Morning,4
884,P07,Quality Inspection,M03,12.02,0.5,0.71,0.14,22,0.7798,3.52,12.71,70.44,1,Morning,4
885,P01,Raw Material Intake,M04,7.69,0.8,1.96,0.066,19,0.4303,3.42,11.41,43.82,0,Night,4
886,P06,Assembly,M05,30.34,1.81,0.61,0.0895,22,0.7164,1.23,32.03,62.11,0,Morning,2
887,P09,Storage,M08,3.01,17.86,8.93,0.117,4,0.6124,11.62,30.44,58.23,1,Night,2
888,P06,Assembly,M04,27.53,1.25,0.03,0.131,20,0.6528,0.9,28.45,41.44,1,Afternoon,2
889,P04,Welding,M02,17.94,3.96,19.93,0.1143,29,0.719,1.97,41.01,58.77,1,Morning,4
890,P10,Dispatch,M03,5.78,2.19,0.16,0.135,2,0.6841,7.05,9.48,67.94,1,Afternoon,1
891,P03,Forming,M03,16.29,3.73,1.46,0.2105,5,0.2641,0.76,20.58,20.54,1,Morning,2
892,P05,Surface Treatment,M03,17.6,1.23,4.99,0.1081,21,0.6258,2.09,22.52,61.29,1,Night,1
893,P10,Dispatch,M02,4.46,3.63,6.85,0.0475,9,0.3862,3.92,15.71,29.18,0,Afternoon,2
894,P10,Dispatch,M02,4.06,1.4,10.74,0.1924,18,0.325,4.19,14.56,28.38,1,Afternoon,4
895,P07,Quality Inspection,M02,13.57,3.45,18.75,0.1725,47,0.389,1.43,36.64,32.41,1,Morning,2
896,P04,Welding,M07,17.21,0.93,47.11,0.1732,29,0.405,1.3,64.9,37.16,1,Afternoon,5
897,P04,Welding,M03,17.26,1.64,5.17,0.093,125,0.9183,3.21,22.92,92.34,1,Night,5
898,P06,Assembly,M06,29.5,2.04,3.02,0.1035,79,0.8472,1.54,34.0,75.8,1,Morning,1
899,P02,Cutting,M01,9.52,19.67,6.09,0.1044,13,0.8864,4.91,34.8,77.96,1,Morning,3
900,P05,Surface Treatment,M07,15.85,21.04,2.17,0.057,26,0.8728,2.24,39.43,59.28,0,Night,3
901,P04,Welding,M06,26.73,2.89,54.39,0.0937,13,0.733,0.92,84.31,40.97,1,Morning,1
902,P08,Packaging,M10,7.92,1.92,3.75,0.0815,3,0.8264,5.08,15.45,67.12,0,Morning,3
903,P06,Assembly,M08,23.55,2.46,8.39,0.0862,7,0.6475,1.82,34.0,71.63,0,Afternoon,1
904,P09,Storage,M09,3.45,13.41,13.27,0.2147,18,0.3118,4.29,29.41,24.65,1,Afternoon,5
905,P02,Cutting,M02,11.6,6.72,3.89,0.0835,10,0.4678,3.33,22.35,64.43,0,Morning,1
906,P01,Raw Material Intake,M01,3.87,3.4,5.92,0.2325,2,0.467,5.11,12.03,32.99,1,Afternoon,2
907,P10,Dispatch,M05,3.55,1.45,2.19,0.1319,19,0.442,6.85,7.48,40.49,1,Night,2
908,P04,Welding,M03,16.19,0.5,11.89,0.1826,95,0.6275,2.05,28.22,55.4,1,Night,2
909,P09,Storage,M05,3.33,7.63,6.15,0.0898,7,0.4114,6.39,16.93,35.5,0,Afternoon,4
910,P03,Forming,M09,18.88,2.3,6.28,0.0566,2,0.2237,0.74,24.55,23.18,0,Afternoon,4
911,P10,Dispatch,M05,3.56,0.93,3.09,0.0408,12,0.4697,7.21,6.24,42.74,0,Morning,1
912,P03,Forming,M07,13.13,6.42,0.79,0.1364,10,0.5441,2.03,21.1,44.41,1,Afternoon,1
913,P05,Surface Treatment,M01,21.98,10.48,2.4,0.1443,64,0.3553,0.88,36.78,32.1,1,Morning,5
914,P10,Dispatch,M09,5.29,33.32,15.29,0.203,3,0.5887,5.56,55.7,48.98,1,Morning,2
915,P07,Quality Inspection,M09,12.9,9.11,12.71,0.0923,15,0.5106,2.75,34.76,59.06,0,Afternoon,3
916,P01,Raw Material Intake,M05,3.79,3.27,5.37,0.1203,7,0.8101,11.78,12.1,74.39,1,Afternoon,4
917,P05,Surface Treatment,M05,14.71,1.81,1.79,0.0331,0,0.554,2.91,18.66,71.29,0,Afternoon,4
918,P07,Quality Inspection,M05,9.72,4.77,5.25,0.1127,20,0.6176,3.66,20.54,59.28,1,Night,3
919,P04,Welding,M01,22.12,3.15,9.96,0.1143,74,0.824,1.88,34.23,69.22,1,Night,1
920,P08,Packaging,M05,6.53,2.62,2.01,0.0967,6,0.7597,6.04,11.64,65.77,0,Night,2
921,P05,Surface Treatment,M08,16.93,0.5,12.62,0.187,4,0.7265,2.88,31.43,81.31,1,Night,1
922,P04,Welding,M10,17.05,0.5,113.45,0.3206,142,0.8826,1.88,131.14,53.29,1,Afternoon,5
923,P07,Quality Inspection,M09,6.2,3.24,2.17,0.1518,76,0.6913,5.44,10.65,56.19,1,Night,3
924,P10,Dispatch,M07,4.33,5.93,14.18,0.1542,41,0.5508,6.38,25.2,46.05,1,Morning,2
925,P05,Surface Treatment,M01,17.84,3.11,0.92,0.0984,4,0.7667,3.3,22.61,97.97,0,Morning,1
926,P07,Quality Inspection,M02,9.75,9.61,28.12,0.1308,77,0.6648,3.54,46.19,57.47,1,Afternoon,4
927,P07,Quality Inspection,M03,12.92,1.83,10.45,0.0878,37,0.7758,3.51,25.02,75.52,0,Morning,2
928,P07,Quality Inspection,M04,6.09,3.87,31.87,0.1186,2,0.4974,4.23,42.01,42.89,1,Morning,1
929,P08,Packaging,M02,5.76,0.5,0.42,0.058,3,0.6762,7.15,7.56,68.64,0,Afternoon,1
930,P08,Packaging,M02,8.44,0.5,4.05,0.1021,10,0.8017,5.42,12.68,76.2,1,Morning,2
931,P03,Forming,M10,15.22,10.9,3.02,0.0956,19,0.5686,1.73,31.0,43.79,0,Afternoon,2
932,P08,Packaging,M01,7.48,7.91,2.22,0.1168,16,0.4478,4.1,18.19,51.17,1,Morning,4
933,P01,Raw Material Intake,M10,6.51,1.13,5.51,0.114,1,0.7461,5.09,10.98,55.18,1,Morning,5
934,P05,Surface Treatment,M05,14.56,17.72,4.27,0.0876,0,0.392,1.04,36.82,25.27,0,Morning,3
935,P07,Quality Inspection,M10,9.84,8.22,9.03,0.16,195,0.9103,4.7,27.44,77.11,1,Night,3
936,P01,Raw Material Intake,M05,6.28,0.8,0.21,0.0658,19,0.7185,6.4,6.95,66.92,0,Night,5
937,P08,Packaging,M01,9.69,5.56,6.58,0.0616,82,0.7776,4.05,21.6,65.45,0,Morning,3
938,P06,Assembly,M01,27.13,10.48,2.28,0.1214,8,0.6031,1.39,38.38,62.8,1,Afternoon,1
939,P07,Quality Inspection,M03,8.84,11.07,19.49,0.2229,77,0.7208,3.25,40.59,47.86,1,Afternoon,4
940,P05,Surface Treatment,M06,18.9,2.42,0.49,0.0513,3,0.3379,0.7,21.61,22.16,0,Morning,4
941,P02,Cutting,M09,11.74,1.04,7.51,0.0558,11,0.3942,0.57,19.5,11.18,0,Afternoon,2
942,P07,Quality Inspection,M01,7.51,3.19,5.36,0.1317,35,0.4942,3.65,16.1,45.71,1,Morning,2
943,P06,Assembly,M01,19.35,4.01,0.96,0.0873,53,0.8182,2.39,24.19,76.96,0,Afternoon,1
944,P02,Cutting,M10,12.09,6.72,1.77,0.1652,28,0.3701,1.89,19.99,38.15,1,Morning,5
945,P01,Raw Material Intake,M08,6.1,1.83,4.56,0.1398,11,0.6492,5.91,10.28,60.11,1,Afternoon,1
946,P09,Storage,M08,3.26,7.54,15.66,0.1162,52,0.696,11.5,25.67,62.48,1,Morning,5
947,P05,Surface Treatment,M09,16.98,6.29,0.83,0.1079,12,0.6583,1.92,24.12,54.47,1,Afternoon,3
948,P10,Dispatch,M10,6.34,3.72,0.07,0.0745,5,0.6057,4.84,11.18,51.2,0,Morning,4
949,P03,Forming,M01,13.58,4.45,0.28,0.0673,68,0.7134,2.53,18.46,57.28,0,Afternoon,4
950,P03,Forming,M05,10.7,0.71,14.13,0.0427,30,0.2443,0.83,24.89,14.85,0,Morning,5
